"   ","STRENGTHS","WEAKNESSES","PLAYING_STYLE","P_NAME","P_ID","TEAM_NAME","PLAYER_ID","ROWID"
"230","Rebounding","Poor Decision Making","Triangle Offense","Shooting Guard","2","""IND""","14118","AACmXpAAGAAAgVFAAi"
"231","Defense","Weak Defense","Small Ball","Point Guard","4","""LAL""","2512","AACmXpAAGAAAgVFAAj"
"232","Ball Handling","Lack of Size/Length","Small Ball","Small Forward","1","""MIL""","13312","AACmXpAAGAAAgVFAAk"
"233","Leadership","Lack of Experience","Triangle Offense","Point Guard","3","""HOU""","14066","AACmXpAAGAAAgVFAAl"
"234","Scoring","Poor Ball Handling","Zone Defense","Center","3","""MIL""","14692","AACmXpAAGAAAgVFAAm"
"235","Versatility","Weak Defense","Half-Court Offense","Center","5","""SAS""","3496","AACmXpAAGAAAgVFAAn"
"236","Basketball IQ","Injury Prone","Fast Break","Shooting Guard","1","""CHI""","3120","AACmXpAAGAAAgVFAAo"
"237","Rebounding","Poor Ball Handling","Small Ball","Small Forward","2","""GSW""","9674","AACmXpAAGAAAgVFAAp"
"238","Scoring","Lack of Athleticism","Zone Defense","Power Forward","1","ATL","3411","AACmXpAAGAAAgVFAAq"
"239","Passing","Injury Prone","Half-Court Offense","Power Forward","1","""ORL""","17372","AACmXpAAGAAAgVFAAr"
"240","Defense","Injury Prone","Pick-and-Roll","Point Guard","3","""IND""","11515","AACmXpAAGAAAgVFAAs"
"241","Scoring","Lack of Experience","Zone Defense","Center","4","""PHX""","12715","AACmXpAAGAAAgVFAAt"
"242","Basketball IQ","Foul Prone","Triangle Offense","Shooting Guard","5","""MIL""","7751","AACmXpAAGAAAgVFAAu"
"243","Rebounding","Foul Prone","Triangle Offense","Small Forward","2","""NOP""","4742","AACmXpAAGAAAgVFAAv"
"244","Basketball IQ","Inconsistent Shooting","Triangle Offense","Center","3","ATL","1305","AACmXpAAGAAAgVFAAw"
"245","Passing","Injury Prone","Zone Defense","Shooting Guard","3","""NYK""","9099","AACmXpAAGAAAgVFAAx"
"246","Versatility","Poor Ball Handling","Fast Break","Power Forward","3","""MIA""","14950","AACmXpAAGAAAgVFAAy"
"247","Passing","Lack of Experience","Half-Court Offense","Shooting Guard","2","""POR""","1691","AACmXpAAGAAAgVFAAz"
"248","Ball Handling","Lack of Athleticism","Small Ball","Point Guard","3","""MIL""","15652","AACmXpAAGAAAgVFAA0"
"249","Defense","Weak Defense","Isolation","Center","1","""LAL""","8352","AACmXpAAGAAAgVFAA1"
"250","Basketball IQ","Foul Prone","Fast Break","Small Forward","5","""LAC""","1757","AACmXpAAGAAAgVFAA2"
"251","Rebounding","Lack of Size/Length","Triangle Offense","Small Forward","4","""SAS""","7478","AACmXpAAGAAAgVFAA3"
"252","Scoring","Poor Ball Handling","Pick-and-Roll","Small Forward","4","""NYK""","12014","AACmXpAAGAAAgVFAA4"
"253","Leadership","Poor Decision Making","Isolation","Shooting Guard","4","""DAL""","2328","AACmXpAAGAAAgVFAA5"
"254","Versatility","Foul Prone","Small Ball","Power Forward","4","""UTA""","17007","AACmXpAAGAAAgVFAA6"
"255","Ball Handling","Lack of Size/Length","Fast Break","Point Guard","5","""SAS""","14671","AACmXpAAGAAAgVFAA7"
"256","Versatility","Poor Decision Making","Triangle Offense","Power Forward","2","""CHA""","10938","AACmXpAAGAAAgVFAA8"
"257","Defense","Poor Ball Handling","Zone Defense","Small Forward","1","""MIA""","17778","AACmXpAAGAAAgVFAA9"
"258","Defense","Inconsistent Shooting","Man-to-Man Defense","Point Guard","5","""MIN""","12348","AACmXpAAGAAAgVFAA+"
"259","Leadership","Poor Decision Making","Man-to-Man Defense","Power Forward","2","""CHI""","10782","AACmXpAAGAAAgVFAA/"
"260","Basketball IQ","Inconsistent Shooting","Man-to-Man Defense","Center","4","""WAS""","7542","AACmXpAAGAAAgVFABA"
"261","Leadership","Lack of Experience","Man-to-Man Defense","Center","2","""SAC""","14322","AACmXpAAGAAAgVFABB"
"262","Ball Handling","Inconsistent Shooting","Half-Court Offense","Center","3","""PHI""","1425","AACmXpAAGAAAgVFABC"
"263","Shooting","Foul Prone","Isolation","Center","4","""GSW""","5471","AACmXpAAGAAAgVFABD"
"264","Scoring","Poor Ball Handling","Triangle Offense","Power Forward","1","""OKC""","18476","AACmXpAAGAAAgVFABE"
"265","Size/Length","Poor Decision Making","Man-to-Man Defense","Point Guard","4","""BKN""","4400","AACmXpAAGAAAgVFABF"
"266","Shooting","Lack of Experience","Triangle Offense","Shooting Guard","1","""DAL""","12821","AACmXpAAGAAAgVFABG"
"267","Versatility","Lack of Size/Length","Zone Defense","Point Guard","1","""NYK""","2381","AACmXpAAGAAAgVFABH"
"268","Athleticism","Inconsistent Shooting","Isolation","Center","1","""CLE""","2188","AACmXpAAGAAAgVFABI"
"269","Defense","Lack of Size/Length","Fast Break","Shooting Guard","1","""LAC""","16751","AACmXpAAGAAAgVFABJ"
"270","Size/Length","Poor Ball Handling","Half-Court Offense","Small Forward","3","""DEN""","7101","AACmXpAAGAAAgVFABK"
"271","Athleticism","Lack of Athleticism","Half-Court Offense","Shooting Guard","4","""OKC""","19655","AACmXpAAGAAAgVFABL"
"272","Leadership","Lack of Athleticism","Pick-and-Roll","Power Forward","4","""ORL""","15300","AACmXpAAGAAAgVFABM"
"273","Basketball IQ","Inconsistent Shooting","Fast Break","Center","5","""MIN""","9993","AACmXpAAGAAAgVFABN"
"274","Passing","Weak Defense","Zone Defense","Small Forward","3","""ORL""","13230","AACmXpAAGAAAgVFABO"
"275","Leadership","Injury Prone","Small Ball","Power Forward","2","""MEM""","8222","AACmXpAAGAAAgVFABP"
"276","Defense","Poor Ball Handling","Zone Defense","Power Forward","3","""HOU""","12916","AACmXpAAGAAAgVFABQ"
"277","Rebounding","Lack of Athleticism","Zone Defense","Small Forward","1","""GSW""","7869","AACmXpAAGAAAgVFABR"
"278","Versatility","Lack of Athleticism","Pick-and-Roll","Small Forward","1","""BOS""","4712","AACmXpAAGAAAgVFABS"
"279","Passing","Injury Prone","Man-to-Man Defense","Shooting Guard","2","""MEM""","1883","AACmXpAAGAAAgVFABT"
"280","Shooting","Lack of Size/Length","Small Ball","Shooting Guard","5","""HOU""","5661","AACmXpAAGAAAgVFABU"
"281","Versatility","Lack of Athleticism","Pick-and-Roll","Shooting Guard","1","""IND""","12703","AACmXpAAGAAAgVFABV"
"282","Versatility","Injury Prone","Zone Defense","Power Forward","2","""NYK""","740","AACmXpAAGAAAgVFABW"
"283","Rebounding","Injury Prone","Man-to-Man Defense","Center","2","""GSW""","18290","AACmXpAAGAAAgVFABX"
"284","Scoring","Lack of Athleticism","Isolation","Center","1","""NYK""","11274","AACmXpAAGAAAgVFABY"
"285","Passing","Inconsistent Shooting","Fast Break","Point Guard","1","""MIA""","18654","AACmXpAAGAAAgVFABZ"
"286","Shooting","Lack of Experience","Triangle Offense","Point Guard","4","""MEM""","2686","AACmXpAAGAAAgVFABa"
"287","Shooting","Weak Defense","Pick-and-Roll","Center","4","""DET""","14857","AACmXpAAGAAAgVFABb"
"288","Defense","Weak Defense","Triangle Offense","Point Guard","3","""DEN""","3567","AACmXpAAGAAAgVFABc"
"289","Shooting","Weak Defense","Fast Break","Small Forward","5","""LAL""","11308","AACmXpAAGAAAgVFABd"
"290","Scoring","Poor Decision Making","Small Ball","Small Forward","2","""SAS""","1228","AACmXpAAGAAAgVFABe"
"291","Basketball IQ","Lack of Athleticism","Zone Defense","Center","5","""MIA""","8680","AACmXpAAGAAAgVFABf"
"292","Defense","Foul Prone","Zone Defense","Shooting Guard","2","""PHX""","6554","AACmXpAAGAAAgVFABg"
"293","Passing","Injury Prone","Man-to-Man Defense","Center","2","""LAC""","5186","AACmXpAAGAAAgVFABh"
"294","Scoring","Lack of Experience","Triangle Offense","Center","1","""MEM""","14438","AACmXpAAGAAAgVFABi"
"295","Shooting","Poor Decision Making","Zone Defense","Center","3","""MEM""","14520","AACmXpAAGAAAgVFABj"
"296","Ball Handling","Injury Prone","Pick-and-Roll","Power Forward","3","""MIA""","8332","AACmXpAAGAAAgVGAAA"
"297","Passing","Lack of Experience","Fast Break","Point Guard","5","""MIL""","2165","AACmXpAAGAAAgVGAAB"
"298","Versatility","Poor Ball Handling","Triangle Offense","Small Forward","1","""MIL""","15310","AACmXpAAGAAAgVGAAC"
"299","Passing","Lack of Athleticism","Isolation","Point Guard","4","""MIL""","2195","AACmXpAAGAAAgVGAAD"
"300","Defense","Inconsistent Shooting","Isolation","Center","5","""CHA""","1345","AACmXpAAGAAAgVGAAE"
"301","Basketball IQ","Inconsistent Shooting","Triangle Offense","Shooting Guard","3","""BOS""","6535","AACmXpAAGAAAgVGAAF"
"302","Ball Handling","Lack of Athleticism","Isolation","Shooting Guard","1","""IND""","14124","AACmXpAAGAAAgVGAAG"
"303","Basketball IQ","Lack of Experience","Fast Break","Point Guard","1","""DAL""","11820","AACmXpAAGAAAgVGAAH"
"304","Scoring","Foul Prone","Small Ball","Power Forward","1","""IND""","6566","AACmXpAAGAAAgVGAAI"
"305","Scoring","Lack of Size/Length","Isolation","Power Forward","1","""BKN""","18994","AACmXpAAGAAAgVGAAJ"
"306","Scoring","Foul Prone","Fast Break","Point Guard","4","""DEN""","1467","AACmXpAAGAAAgVGAAK"
"307","Athleticism","Injury Prone","Isolation","Power Forward","5","""IND""","11678","AACmXpAAGAAAgVGAAL"
"308","Basketball IQ","Weak Defense","Triangle Offense","Power Forward","2","""NYK""","90","AACmXpAAGAAAgVGAAM"
"309","Ball Handling","Poor Ball Handling","Isolation","Small Forward","1","""MEM""","8551","AACmXpAAGAAAgVGAAN"
"310","Ball Handling","Weak Defense","Pick-and-Roll","Power Forward","1","""MIN""","1825","AACmXpAAGAAAgVGAAO"
"311","Basketball IQ","Weak Defense","Fast Break","Center","1","""PHX""","4956","AACmXpAAGAAAgVGAAP"
"312","Shooting","Lack of Size/Length","Triangle Offense","Center","2","""MIL""","2798","AACmXpAAGAAAgVGAAQ"
"313","Leadership","Poor Ball Handling","Man-to-Man Defense","Power Forward","4","ATL","19984","AACmXpAAGAAAgVGAAR"
"314","Leadership","Inconsistent Shooting","Half-Court Offense","Center","4","""DET""","12930","AACmXpAAGAAAgVGAAS"
"315","Shooting","Lack of Size/Length","Zone Defense","Point Guard","2","""DEN""","11477","AACmXpAAGAAAgVGAAT"
"316","Shooting","Lack of Size/Length","Half-Court Offense","Power Forward","4","""UTA""","14545","AACmXpAAGAAAgVGAAU"
"317","Versatility","Foul Prone","Man-to-Man Defense","Point Guard","2","""MIL""","8992","AACmXpAAGAAAgVGAAV"
"318","Ball Handling","Weak Defense","Isolation","Center","5","""MEM""","12500","AACmXpAAGAAAgVGAAW"
"319","Versatility","Poor Ball Handling","Pick-and-Roll","Small Forward","1","""NYK""","10033","AACmXpAAGAAAgVGAAX"
"320","Defense","Weak Defense","Small Ball","Shooting Guard","5","""POR""","17282","AACmXpAAGAAAgVGAAY"
"321","Rebounding","Foul Prone","Zone Defense","Small Forward","4","""SAS""","3987","AACmXpAAGAAAgVGAAZ"
"322","Versatility","Lack of Athleticism","Triangle Offense","Center","1","""NYK""","9682","AACmXpAAGAAAgVGAAa"
"323","Versatility","Injury Prone","Triangle Offense","Point Guard","2","""MEM""","17550","AACmXpAAGAAAgVGAAb"
"324","Ball Handling","Inconsistent Shooting","Triangle Offense","Power Forward","5","""DET""","19907","AACmXpAAGAAAgVGAAc"
"325","Basketball IQ","Lack of Athleticism","Half-Court Offense","Small Forward","1","""CLE""","11131","AACmXpAAGAAAgVGAAd"
"326","Athleticism","Injury Prone","Isolation","Shooting Guard","4","""BOS""","6526","AACmXpAAGAAAgVGAAe"
"327","Athleticism","Lack of Athleticism","Man-to-Man Defense","Power Forward","5","""BOS""","4117","AACmXpAAGAAAgVGAAf"
"328","Scoring","Lack of Athleticism","Man-to-Man Defense","Shooting Guard","2","""OKC""","2671","AACmXpAAGAAAgVGAAg"
"329","Scoring","Poor Ball Handling","Isolation","Small Forward","5","""PHI""","4138","AACmXpAAGAAAgVGAAh"
"330","Passing","Poor Decision Making","Triangle Offense","Small Forward","2","""POR""","19773","AACmXpAAGAAAgVGAAi"
"331","Shooting","Inconsistent Shooting","Small Ball","Point Guard","4","""BKN""","7963","AACmXpAAGAAAgVGAAj"
"332","Ball Handling","Lack of Experience","Isolation","Shooting Guard","3","""LAC""","3946","AACmXpAAGAAAgVGAAk"
"333","Leadership","Poor Ball Handling","Half-Court Offense","Center","2","""CHA""","5437","AACmXpAAGAAAgVGAAl"
"334","Defense","Poor Decision Making","Small Ball","Center","5","""MEM""","18306","AACmXpAAGAAAgVGAAm"
"335","Leadership","Injury Prone","Triangle Offense","Small Forward","4","""PHI""","19444","AACmXpAAGAAAgVGAAn"
"336","Shooting","Poor Decision Making","Half-Court Offense","Power Forward","4","""DET""","17171","AACmXpAAGAAAgVGAAo"
"337","Shooting","Poor Decision Making","Man-to-Man Defense","Center","4","""OKC""","10239","AACmXpAAGAAAgVGAAp"
"338","Shooting","Inconsistent Shooting","Half-Court Offense","Shooting Guard","1","""UTA""","16545","AACmXpAAGAAAgVGAAq"
"339","Ball Handling","Inconsistent Shooting","Triangle Offense","Small Forward","2","""WAS""","8082","AACmXpAAGAAAgVGAAr"
"340","Athleticism","Lack of Size/Length","Fast Break","Power Forward","1","""LAC""","10786","AACmXpAAGAAAgVGAAs"
"341","Size/Length","Poor Decision Making","Pick-and-Roll","Point Guard","3","""DET""","10078","AACmXpAAGAAAgVGAAt"
"342","Defense","Weak Defense","Half-Court Offense","Power Forward","5","""DET""","9119","AACmXpAAGAAAgVGAAu"
"343","Scoring","Inconsistent Shooting","Small Ball","Shooting Guard","2","""NOP""","11746","AACmXpAAGAAAgVGAAv"
"344","Rebounding","Weak Defense","Fast Break","Power Forward","5","""MEM""","8963","AACmXpAAGAAAgVGAAw"
"345","Passing","Lack of Experience","Pick-and-Roll","Center","5","""CHI""","17389","AACmXpAAGAAAgVGAAx"
"346","Ball Handling","Injury Prone","Pick-and-Roll","Shooting Guard","5","""NYK""","17114","AACmXpAAGAAAgVGAAy"
"347","Size/Length","Lack of Size/Length","Small Ball","Shooting Guard","2","""WAS""","12018","AACmXpAAGAAAgVGAAz"
"348","Defense","Lack of Experience","Pick-and-Roll","Power Forward","5","""POR""","15954","AACmXpAAGAAAgVGAA0"
"349","Rebounding","Foul Prone","Triangle Offense","Shooting Guard","1","""POR""","17682","AACmXpAAGAAAgVGAA1"
"350","Basketball IQ","Lack of Size/Length","Half-Court Offense","Shooting Guard","4","""MEM""","1223","AACmXpAAGAAAgVGAA2"
"351","Leadership","Injury Prone","Small Ball","Power Forward","5","""CHA""","4815","AACmXpAAGAAAgVGAA3"
"352","Leadership","Lack of Experience","Fast Break","Power Forward","3","""NYK""","11863","AACmXpAAGAAAgVGAA4"
"353","Scoring","Lack of Experience","Zone Defense","Center","2","""MIL""","872","AACmXpAAGAAAgVGAA5"
"354","Defense","Weak Defense","Pick-and-Roll","Shooting Guard","2","""TOR""","2092","AACmXpAAGAAAgVGAA6"
"355","Scoring","Foul Prone","Fast Break","Point Guard","3","""UTA""","326","AACmXpAAGAAAgVGAA7"
"356","Defense","Injury Prone","Pick-and-Roll","Power Forward","4","ATL","12659","AACmXpAAGAAAgVGAA8"
"357","Ball Handling","Injury Prone","Man-to-Man Defense","Center","2","""NOP""","8344","AACmXpAAGAAAgVGAA9"
"358","Scoring","Poor Ball Handling","Man-to-Man Defense","Center","2","""CHI""","13202","AACmXpAAGAAAgVGAA+"
"359","Basketball IQ","Poor Ball Handling","Half-Court Offense","Point Guard","2","""WAS""","11328","AACmXpAAGAAAgVGAA/"
"360","Passing","Foul Prone","Small Ball","Point Guard","2","""HOU""","12236","AACmXpAAGAAAgVGABA"
"361","Rebounding","Lack of Experience","Pick-and-Roll","Power Forward","5","ATL","17285","AACmXpAAGAAAgVGABB"
"362","Versatility","Lack of Experience","Fast Break","Small Forward","4","""DAL""","16565","AACmXpAAGAAAgVGABC"
"363","Athleticism","Weak Defense","Half-Court Offense","Point Guard","2","""TOR""","13946","AACmXpAAGAAAgVGABD"
"364","Ball Handling","Weak Defense","Triangle Offense","Shooting Guard","5","""CLE""","9339","AACmXpAAGAAAgVGABE"
"365","Rebounding","Poor Decision Making","Fast Break","Center","3","""MIN""","8884","AACmXpAAGAAAgVGABF"
"366","Defense","Inconsistent Shooting","Man-to-Man Defense","Shooting Guard","5","""MEM""","16575","AACmXpAAGAAAgVGABG"
"367","Athleticism","Lack of Size/Length","Isolation","Small Forward","4","""BKN""","9913","AACmXpAAGAAAgVGABH"
"368","Basketball IQ","Poor Decision Making","Small Ball","Shooting Guard","1","""NOP""","7163","AACmXpAAGAAAgVGABI"
"369","Scoring","Injury Prone","Small Ball","Small Forward","1","""SAS""","11923","AACmXpAAGAAAgVGABJ"
"370","Leadership","Injury Prone","Pick-and-Roll","Small Forward","2","""IND""","12318","AACmXpAAGAAAgVGABK"
"371","Passing","Lack of Athleticism","Triangle Offense","Small Forward","1","""IND""","4400","AACmXpAAGAAAgVGABL"
"372","Size/Length","Poor Decision Making","Fast Break","Point Guard","3","""CHI""","18446","AACmXpAAGAAAgVGABM"
"373","Ball Handling","Foul Prone","Pick-and-Roll","Shooting Guard","3","""BKN""","18354","AACmXpAAGAAAgVGABN"
"374","Size/Length","Poor Decision Making","Pick-and-Roll","Power Forward","4","""SAC""","13641","AACmXpAAGAAAgVGABO"
"375","Size/Length","Lack of Size/Length","Zone Defense","Shooting Guard","2","""WAS""","18474","AACmXpAAGAAAgVGABP"
"376","Athleticism","Poor Ball Handling","Triangle Offense","Small Forward","3","""IND""","13853","AACmXpAAGAAAgVGABQ"
"377","Leadership","Lack of Athleticism","Fast Break","Shooting Guard","4","""LAL""","12409","AACmXpAAGAAAgVGABR"
"378","Leadership","Lack of Size/Length","Man-to-Man Defense","Small Forward","4","""CHA""","11315","AACmXpAAGAAAgVGABS"
"379","Shooting","Lack of Experience","Triangle Offense","Power Forward","1","""OKC""","241","AACmXpAAGAAAgVGABT"
"380","Passing","Poor Ball Handling","Triangle Offense","Point Guard","5","""BKN""","16485","AACmXpAAGAAAgVGABU"
"381","Defense","Lack of Athleticism","Zone Defense","Shooting Guard","4","""NYK""","19799","AACmXpAAGAAAgVGABV"
"382","Athleticism","Injury Prone","Fast Break","Point Guard","2","""MIN""","16583","AACmXpAAGAAAgVGABW"
"383","Ball Handling","Poor Ball Handling","Man-to-Man Defense","Point Guard","1","""UTA""","3757","AACmXpAAGAAAgVGABX"
"384","Leadership","Foul Prone","Pick-and-Roll","Shooting Guard","5","""LAC""","10305","AACmXpAAGAAAgVGABY"
"385","Versatility","Weak Defense","Half-Court Offense","Small Forward","5","""TOR""","8583","AACmXpAAGAAAgVGABZ"
"386","Athleticism","Inconsistent Shooting","Triangle Offense","Point Guard","5","""MIL""","10423","AACmXpAAGAAAgVGABa"
"387","Basketball IQ","Injury Prone","Triangle Offense","Point Guard","1","""DET""","9741","AACmXpAAGAAAgVGABb"
"388","Size/Length","Lack of Experience","Triangle Offense","Center","3","""TOR""","15305","AACmXpAAGAAAgVGABc"
"389","Size/Length","Inconsistent Shooting","Triangle Offense","Shooting Guard","1","""DEN""","18258","AACmXpAAGAAAgVGABd"
"390","Defense","Foul Prone","Half-Court Offense","Center","2","""MIL""","7821","AACmXpAAGAAAgVGABe"
"391","Scoring","Lack of Size/Length","Small Ball","Point Guard","1","""PHI""","7174","AACmXpAAGAAAgVGABf"
"392","Versatility","Lack of Experience","Man-to-Man Defense","Point Guard","3","""DEN""","7226","AACmXpAAGAAAgVGABg"
"393","Leadership","Weak Defense","Fast Break","Small Forward","4","""BKN""","18629","AACmXpAAGAAAgVGABh"
"394","Ball Handling","Lack of Athleticism","Zone Defense","Center","3","""MEM""","7388","AACmXpAAGAAAgVHAAA"
"395","Athleticism","Weak Defense","Zone Defense","Power Forward","1","""CLE""","19841","AACmXpAAGAAAgVHAAB"
"396","Leadership","Lack of Size/Length","Fast Break","Small Forward","3","""MIA""","4637","AACmXpAAGAAAgVHAAC"
"397","Scoring","Foul Prone","Isolation","Center","4","""DEN""","5031","AACmXpAAGAAAgVHAAD"
"398","Versatility","Lack of Athleticism","Small Ball","Center","1","""MEM""","1611","AACmXpAAGAAAgVHAAE"
"399","Passing","Weak Defense","Isolation","Center","1","""POR""","6872","AACmXpAAGAAAgVHAAF"
"400","Shooting","Foul Prone","Pick-and-Roll","Point Guard","4","""PHX""","11194","AACmXpAAGAAAgVHAAG"
"401","Passing","Injury Prone","Triangle Offense","Shooting Guard","1","""IND""","1460","AACmXpAAGAAAgVHAAH"
